Sender_account,Receiver_account,Amount,Date,Sender_bank_location,Receiver_bank_location,Payment_type,Laundering_type,alert_type,risk_level
4594499722,4640313505,2578.13,2022-11-28,UK,Germany,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
4121839534,2331522463,2570.55,2022-10-07,UK,Austria,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
7774176446,7441547021,2568.60,2022-10-07,UK,Morocco,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",MEDIUM
1132467225,386440627,2554.20,2022-12-12,UK,Germany,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7745550709,386440627,2541.34,2022-12-13,Italy,Germany,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6117816069,386440627,2530.68,2022-12-11,UK,Germany,Cross-border,Structuring,"CROSS BORDER RISK",LOW
2004502234,6123421761,2515.19,2022-12-10,Pakistan,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6744599788,4017429201,2513.58,2022-11-30,UK,Pakistan,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
9033402837,386440627,2475.60,2022-12-14,UK,Germany,Cross-border,Structuring,"CROSS BORDER RISK",LOW
2060128523,4295141338,2457.84,2022-12-07,UK,Turkey,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
1203252958,8500212178,2438.30,2022-10-07,UK,Mexico,Cross-border,Normal_Group,"CROSS BORDER RISK",LOW
3950352859,4018210228,2405.55,2022-11-02,UK,India,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
1176466153,9660543067,2402.83,2022-12-15,UK,Switzerland,Cross-border,Cycle,"CROSS BORDER RISK",LOW
7192588619,5484733508,2400.27,2022-12-15,UK,India,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
8263786289,2058371508,2354.30,2022-10-27,Austria,UK,Cross-border,Fan_In,"CROSS BORDER RISK",LOW
9050785104,8793432690,2336.78,2022-11-30,UK,Albania,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
9352740070,5218803866,2310.75,2022-10-08,UK,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
5074743934,5218803866,2302.40,2022-10-10,UK,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
4533141883,459201377,2291.54,2022-10-11,Nigeria,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
819399232,5218803866,2280.62,2022-10-11,UK,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6744599788,1908978698,2277.46,2022-11-29,UK,Morocco,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
9599002502,5218803866,2259.18,2022-10-15,UK,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
403526894,1181210781,2254.57,2022-10-14,UK,Netherlands,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
3342935265,5218803866,2243.66,2022-10-12,UK,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
9658846243,4500240470,2236.24,2022-11-20,UK,Turkey,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
476800554,9899077221,2227.73,2022-11-06,UK,Austria,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
3941982399,7542072066,2210.55,2022-10-07,UK,India,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
6051946283,5218803866,2194.59,2022-10-16,UK,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
9107206798,459201377,2193.31,2022-10-09,Switzerland,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
2447476655,5218803866,2177.23,2022-10-13,USA,Italy,Cross-border,Structuring,"CROSS BORDER RISK",LOW
2166563883,1982494436,2150.35,2022-10-19,UK,Mexico,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
6716795265,2394671007,2147.23,2022-10-07,UK,Albania,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",MEDIUM
7192588619,4672235191,2143.25,2022-12-15,UK,Austria,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
6726922016,8522900987,2108.56,2022-11-11,UK,Switzerland,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
9416949366,43019141,2086.52,2022-11-27,UK,Mexico,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
1265983749,4744425638,2069.64,2022-10-07,UK,UAE,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
3950352859,6634393258,2044.98,2022-10-27,UK,Germany,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
6630578269,5504235715,2026.85,2022-10-07,UK,Japan,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
8501920513,4692318788,1972.23,2022-10-15,UK,Pakistan,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
7017008854,3714297114,1971.15,2022-10-07,UK,Spain,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
461573471,9054988654,1961.38,2022-10-07,UK,Morocco,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",MEDIUM
5045265825,3571079151,1882.95,2022-11-20,UK,Pakistan,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
7227951716,3427964756,1863.64,2022-10-07,UK,USA,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
3950352859,1574251475,1791.72,2022-11-05,UK,Italy,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
8600542721,9544921548,1787.20,2022-10-15,UK,Spain,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
4594499722,1016363930,1781.84,2022-12-03,UK,Japan,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
4594499722,136904137,1747.58,2022-12-06,UK,India,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
6123762963,5270630718,1718.46,2022-10-30,UK,Mexico,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
4696164729,7882637641,1673.70,2022-10-07,UK,France,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
892793859,9346701114,1652.65,2022-10-07,UK,France,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
9889461052,8627691888,1621.21,2022-10-07,Morocco,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
9416949366,4881012889,1556.33,2022-12-03,UK,Turkey,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
4231385822,6244231175,1485.42,2022-10-07,UK,Mexico,Cross-border,Normal_Group,"CROSS BORDER RISK",LOW
6123762963,6053228415,1459.66,2022-10-21,UK,France,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
7367118749,6691833511,1430.75,2022-10-07,Japan,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
7367118749,9296687933,1428.60,2022-10-07,Japan,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
8197072010,2935036107,1423.33,2022-11-03,UK,Turkey,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
8600542721,7863533708,1387.65,2022-10-10,UK,Switzerland,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
5844004044,4528021946,1386.38,2022-10-07,India,UK,Cross-border,Normal_Group,"CROSS BORDER RISK",LOW
637737742,6491249960,1341.21,2022-10-07,UK,Switzerland,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
8537288551,3566365216,1338.35,2022-10-26,UK,Pakistan,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
6345198198,8576546352,1297.54,2022-11-05,UK,Japan,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
7044608957,9830312092,1270.82,2022-10-07,UK,India,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
5108529656,1213931889,1226.72,2022-11-28,UK,Japan,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
2420393246,5378639802,1223.57,2022-12-14,UK,Austria,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
6345198198,5683205660,1185.51,2022-10-27,UK,Japan,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
5793273539,9040841762,1169.09,2022-12-15,UK,Mexico,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
6042344622,7924000009,1165.29,2022-10-13,UK,UAE,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
3885905606,658360688,1100.63,2022-10-20,UK,USA,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
6018648917,912573507,1054.94,2022-11-27,UK,Germany,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
5748489103,5373239176,1053.49,2022-10-11,UK,Nigeria,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",MEDIUM
846554893,9143778831,1039.74,2022-10-07,UK,Turkey,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
6117648350,8867663323,995.39,2022-10-07,Turkey,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
6989271965,7750781567,986.36,2022-11-26,UK,Albania,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
5793273539,8740247906,941.26,2022-12-14,UK,Austria,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
7746906760,9484198252,927.49,2022-10-07,UK,Spain,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
8197072010,148759130,913.07,2022-11-09,UK,Pakistan,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
6989271965,2724364962,868.62,2022-11-26,UK,Albania,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
531041847,5621788298,859.56,2022-10-20,UK,France,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
3255044891,9023303777,782.24,2022-10-07,Italy,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
4307480727,8484256404,765.96,2022-10-07,UK,Spain,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
3950352859,369478349,705.92,2022-11-01,UK,Germany,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
229007460,7827518643,673.61,2022-10-07,UK,France,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
6123762963,854728048,660.61,2022-10-24,UK,Albania,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",MEDIUM
9533240429,9167626261,549.77,2022-10-07,UK,Turkey,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
3885905606,933899052,545.35,2022-10-23,UK,Austria,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
6653699393,9771156850,522.82,2022-10-07,UAE,India,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
6313053040,6629729612,487.78,2022-10-07,Albania,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
8501920513,9488471937,483.30,2022-10-08,UK,Turkey,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
6596655355,5542800888,444.73,2022-10-07,UK,Italy,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
6070936942,6655467533,442.70,2022-10-07,Nigeria,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
5262790133,7708979254,435.62,2022-10-07,UK,UAE,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
8617561409,5107678457,432.16,2022-10-07,UK,Mexico,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
9387530683,1787992191,424.58,2022-10-07,UK,India,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
6989271965,2096901638,418.19,2022-11-22,UK,UAE,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
4594499722,5729668625,391.19,2022-12-04,UK,Turkey,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
9268139431,9259814241,349.09,2022-11-16,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
9710838491,93722998,347.67,2022-11-17,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
7973448027,8391201653,342.65,2022-12-10,UK,Morocco,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
3615998000,7879979420,339.59,2022-10-07,UK,USA,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
1253336976,8371675450,334.39,2022-11-18,UK,Pakistan,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
3651814546,9273258089,332.37,2022-11-04,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
5185442451,3442659263,331.96,2022-10-07,Switzerland,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
6340007440,4316483340,331.41,2022-10-08,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
7973448027,8391201653,321.78,2022-12-05,UK,Morocco,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6744599788,2137745624,318.36,2022-11-30,UK,Morocco,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
9268139431,9259814241,300.85,2022-11-18,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
3651814546,9273258089,291.38,2022-10-16,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
1600149721,2098207133,283.03,2022-11-05,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
9268139431,9259814241,281.40,2022-11-17,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
8537288551,9516952084,278.43,2022-11-02,UK,Mexico,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
3651814546,9273258089,275.74,2022-10-13,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
6770601554,6128626942,275.19,2022-10-18,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6866095401,8817822667,267.26,2022-12-13,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
1253336976,8371675450,251.93,2022-11-18,UK,Pakistan,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
7973448027,8391201653,245.99,2022-12-06,UK,Morocco,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
2820805407,1873312167,236.30,2022-11-05,UK,UAE,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
9268139431,9259814241,235.79,2022-12-14,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
2820805407,1873312167,228.30,2022-11-05,UK,UAE,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
1600149721,2098207133,224.10,2022-11-04,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
9710838491,93722998,221.37,2022-11-16,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
6770601554,6128626942,220.11,2022-10-19,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
2820805407,1873312167,219.29,2022-11-07,UK,UAE,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
3651814546,9273258089,218.86,2022-11-05,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
1600149721,2098207133,210.50,2022-11-06,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6770601554,6128626942,208.67,2022-10-20,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
7973448027,8391201653,206.27,2022-12-07,UK,Morocco,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
5395605156,1935753108,203.19,2022-10-07,UK,Netherlands,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
1253336976,8371675450,203.14,2022-11-16,UK,Pakistan,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
9710838491,93722998,198.10,2022-11-17,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
6866095401,8817822667,196.60,2022-12-12,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
9710838491,93722998,194.95,2022-11-16,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
6866095401,8817822667,193.55,2022-12-14,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
5825377846,250142155,192.74,2022-10-10,UK,USA,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
6866095401,8817822667,189.37,2022-12-11,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
3827836542,5603212401,181.16,2022-12-07,UK,Morocco,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
3651814546,9273258089,178.74,2022-10-15,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
1600149721,2098207133,177.49,2022-11-03,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
9710838491,93722998,173.61,2022-11-15,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
2820805407,1873312167,169.91,2022-11-03,UK,UAE,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
6340007440,4316483340,164.63,2022-10-09,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
6866095401,8817822667,156.07,2022-12-10,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
9268139431,9259814241,155.99,2022-11-17,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
1600149721,2098207133,152.96,2022-11-07,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
9268139431,9259814241,149.87,2022-11-16,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
5104637800,7782575115,148.40,2022-12-13,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
2820805407,1873312167,146.70,2022-11-06,UK,UAE,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
3651814546,9273258089,143.11,2022-10-13,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
1600149721,2098207133,142.70,2022-11-02,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6866095401,8817822667,141.61,2022-12-09,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
3651814546,9273258089,141.08,2022-10-15,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
8124881173,2867318469,139.35,2022-10-07,UK,India,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
3827836542,5603212401,138.99,2022-12-05,UK,Morocco,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
3827836542,5603212401,137.14,2022-12-06,UK,Morocco,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
2820805407,1873312167,135.16,2022-11-04,UK,UAE,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
1253336976,8371675450,130.47,2022-11-19,UK,Pakistan,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
3651814546,9273258089,128.98,2022-11-09,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
1253336976,8371675450,128.36,2022-11-14,UK,Pakistan,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6770601554,6128626942,126.13,2022-11-09,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6770601554,6128626942,125.24,2022-11-10,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
1600149721,2098207133,122.10,2022-11-04,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
1600149721,2098207133,121.34,2022-11-07,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
5104637800,7782575115,119.95,2022-12-12,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
7391973347,3339772548,118.83,2022-10-07,UK,Netherlands,Cross-border,Normal_Cash_Withdrawal,"CROSS BORDER RISK",LOW
3651814546,9273258089,116.69,2022-11-08,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
3827836542,5603212401,116.07,2022-12-10,UK,Morocco,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
5104637800,7782575115,115.40,2022-12-14,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
5825377846,250142155,114.04,2022-10-08,UK,USA,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
5825377846,250142155,110.97,2022-10-11,UK,USA,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
5825377846,250142155,108.79,2022-10-09,UK,USA,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
2820805407,1873312167,108.74,2022-11-07,UK,UAE,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
6340007440,4316483340,106.04,2022-10-07,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
6770601554,6128626942,105.45,2022-10-17,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6770601554,6128626942,104.09,2022-10-21,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
1253336976,8371675450,103.56,2022-11-15,UK,Pakistan,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
3651814546,9273258089,101.81,2022-11-03,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
9268139431,9259814241,100.46,2022-11-19,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
9390718271,5933990094,99.16,2022-10-07,UK,Switzerland,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
9710838491,93722998,98.00,2022-11-19,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
1253336976,8371675450,94.79,2022-11-17,UK,Pakistan,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
8942092633,9278139252,85.91,2022-10-07,UK,Germany,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
3827836542,5603212401,85.32,2022-12-08,UK,Morocco,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6650635027,194370112,84.14,2022-10-07,UK,India,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
6770601554,6128626942,84.10,2022-10-23,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6770601554,6128626942,82.10,2022-11-07,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6866095401,8817822667,79.44,2022-12-15,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
3651814546,9273258089,78.46,2022-10-14,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
6770601554,6128626942,76.65,2022-10-18,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6088569153,5098225823,75.89,2022-10-09,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
9268139431,9259814241,70.13,2022-11-18,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
1600149721,2098207133,69.67,2022-11-01,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6770601554,6128626942,68.22,2022-10-22,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
5825377846,250142155,65.62,2022-10-14,UK,USA,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
3651814546,9273258089,64.85,2022-10-16,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
6770601554,6128626942,63.39,2022-11-06,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6770601554,6128626942,62.70,2022-11-08,UK,Nigeria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
3827836542,5603212401,57.09,2022-12-09,UK,Morocco,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
3651814546,9273258089,56.94,2022-10-17,UK,Austria,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
5104637800,7782575115,51.79,2022-12-11,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
1253336976,8371675450,48.60,2022-11-17,UK,Pakistan,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",MEDIUM
6340007440,4316483340,39.71,2022-10-10,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
9268139431,9259814241,35.26,2022-11-19,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
9268139431,9259814241,30.27,2022-11-15,UK,India,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
9710838491,93722998,29.07,2022-11-18,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
9710838491,93722998,18.76,2022-11-18,UK,Mexico,"Cash Withdrawal",Cash_Withdrawal,"CROSS BORDER RISK",LOW
